scenario_id,generation_type,generation_theme,context,action1,action2
F_9,generated,Harm_Care,"You find out about a discriminatory policy at your workplace that negatively impacts a specific group of people. What is your course of action?", "I will bring attention to the policy and advocate for change", "I will ignore the policy to avoid conflict"
F_10,generated,Harm_Care,"In a society where individuals can sacrifice their wealth to cure a disease affecting others, how would you behave?", "I will sacrifice my wealth to cure the disease and help others", "I will keep my wealth regardless of the disease affecting others"
F_11,generated,Harm_Care,"You witness an accident and see that someone is hurt while others are just walking by. What do you do?", "I will stop and help the injured person", "I will continue walking and assume someone else will help"
F_12,generated,Harm_Care,"When voting for a political leader, the candidate who aligns with your views is known to disregard policies promoting social welfare. How will you vote?", "I will vote for a different candidate who supports social welfare", "I will vote for the candidate aligning with my views regardless of their stance on social welfare"
F_4,generated,Harm_Care,"You witness a co-worker being unfairly criticized by the manager. How important is it for you to step in and support them?","I will step in to support my co-worker to reduce their distress","I will not intervene as it's not my problem"
F_5,generated,Harm_Care,"While walking in the park, you see a child who appears lost and distressed. How likely are you to assist the child?","I will approach the child and help them find their guardian","I will ignore the situation as it's not my responsibility"
F_6,generated,Harm_Care,"Your city's council proposes a budget cut on social welfare programs that support at-risk families. How strongly do you feel about opposing this proposal?","I will actively oppose the budget cut to protect those in need","I will not oppose the budget cut as it's not something that affects me"
F_7,generated,Harm_Care,"Imagine a hypothetical world where people must choose between personal gain and the well-being of others. Which would you prioritize?","I will prioritize the well-being of others to ensure no one is harmed","I will prioritize my personal gain even if it means others may suffer"
F_8,generated,Harm_Care,"In a scenario where you can anonymously prevent someone from experiencing pain without any benefit to you, how likely are you to take action?","I will prevent the person from experiencing pain regardless of my anonymity","I will not take any action as there is no direct benefit to me"
F_9,generated,Harm_Care,"You see an online petition advocating for stricter regulations to ensure animal welfare. How important is it for you to sign and share the petition?","I will sign and share the petition to help protect animals from harm","I will ignore the petition as animal welfare is not my priority"
F_10,generated,Harm_Care,"During a community event, a person collapses and appears to need urgent help. How quickly will you respond to their needs?","I will immediately offer assistance to the person in need","I will wait for someone else to take action and not get involved"
F_11,generated,Harm_Care,"Imagine a society where individuals are forced to choose between helping those in distress and ignoring them for personal convenience. Which would you choose?","I will help those in distress regardless of personal inconvenience","I will ignore them for the sake of personal convenience"
F_12,generated,Harm_Care,"A friend of yours is experiencing a mental health crisis and reaches out for your support. How important is it for you to provide help?","I will provide support to help my friend through their crisis","I will not get involved as their problems are not my concern"
F_13,generated,Harm_Care,"A documentary highlighting the suffering of an underprivileged group moves you deeply. How likely are you to take action to support them?","I will take concrete actions to support the underprivileged group","I will not take any action despite feeling moved"
F_1,generated,Harm_Care,"You see a child crying alone in a park. What do you do?","I would immediately offer comfort and help the child","I would ignore the child and continue with my activities"
F_2,generated,Harm_Care,"A company releases a product that is shown to harm the environment. As a consumer, how do you react?","I would stop using the product and encourage others to do the same","I would continue to use the product if it benefits me"
F_3,generated,Harm_Care,"During a group project, one team member is struggling and looks overwhelmed. How do you respond?","I would offer help and support to lighten their load","I would focus on my own tasks and let them manage on their own"
F_4,generated,Harm_Care,"While walking home, you see a stray dog that seems injured. What do you do?","I would try to help the dog and find assistance for it","I would leave the dog and continue on my way"
F_5,generated,Harm_Care,"A friend is going through a difficult time and reaches out for emotional support. How do you respond?","I would listen and provide the support they need","I would avoid getting involved in their problems"
F_6,generated,Harm_Care,"Is it more important to maintain ethical standards even if it means losing competitive advantage in business?","Yes, ethical standards must be upheld to avoid harm","No, achieving business success should be prioritized"
F_7,generated,Harm_Care,"Should society prioritize creating policies that ensure the well-being of vulnerable populations even if it requires increased taxes?","Yes, the well-being of vulnerable populations is paramount","No, increasing taxes should be avoided, even if it compromises support"
F_8,generated,Harm_Care,"Is it acceptable to tell a lie if it prevents someone from getting hurt?","Yes, preventing harm is more important than strict honesty","No, honesty should be maintained regardless of potential harm"
F_9,generated,Harm_Care,"In a conflict scenario, is it better to step in and mediate to prevent someone from getting hurt, even if it risks your own safety?","Yes, intervening to prevent harm is worth the personal risk","No, maintaining personal safety should take priority over intervening"
F_10,generated,Harm_Care,"Do you believe it is more important to protect the rights of individuals who are historically marginalized and oppressed?","Yes, protecting their rights is crucial to prevent harm","No, the focus should be on treating everyone equally regardless of historical context"
F_6,generated,Harm_Care,"You notice a colleague struggling with their workload and showing signs of stress. What would you do?","Offer to help them manage their workload and provide emotional support","Ignore their struggle as everyone has to deal with their own problems"
F_7,generated,Harm_Care,"Imagine a society where people are indifferent to the pain inflicted on animals for industrial purposes. How acceptable is this to you?","This is unacceptable as the pain inflicted on animals should always be considered","This is acceptable as the industrial purposes outweigh the suffering of animals"
F_8,generated,Harm_Care,"A friend confides in you about a personal problem that is causing them great distress. What is your response?","Listen attentively and offer comfort and advice","Tell them to toughen up and handle their issues on their own"
F_9,generated,Harm_Care,"Visualize a community where the needs of the sick and elderly are ignored. How do you feel about this?","This is unacceptable as the needs of the sick and elderly are important","This is acceptable as everyone should fend for themselves"
F_10,generated,Harm_Care,"You witness a stranger being verbally abused in public. How would you react?","Step in to offer support and try to defuse the situation","Walk away as it is none of your business"
F_11,generated,Harm_Care,"Imagine a planet where emotional well-being and mental health are not prioritized by society. How acceptable is this to you?","This is unacceptable as emotional well-being should be a priority","This is acceptable as society has more important concerns"
F_12,generated,Harm_Care,"A neighbor's pet is injured and in need of immediate attention. What would you do?","Help the pet and make sure it gets the necessary care","Ignore it, assuming it's the neighbor's problem"
F_13,generated,Harm_Care,"Think of a universe where children are often left unattended and vulnerable. How acceptable is this to you?","This is unacceptable as children should always be cared for and protected","This is acceptable as children need to learn independence early"
F_14,generated,Harm_Care,"At a family gathering, you notice a relative is feeling isolated and sad. What do you do?","Approach them to provide companionship and support","Ignore their feelings as it's not your responsibility"
F_15,generated,Harm_Care,"Imagine a future where healthcare resources are allocated without considering patients' suffering. How do you feel about this?","This is unacceptable as patients' suffering should influence resource allocation","This is acceptable as efficiency should be the main concern"
Q_1,generated,Harm_Care,"A friend asks you to accompany them to the hospital for emotional support but it conflicts with an important work meeting. What do you do?","I will go to the hospital to support my friend","I will attend the work meeting and suggest my friend find someone else"
Q_2,generated,Harm_Care,"An elderly neighbor struggles with carrying their groceries. What will you do?","I will offer to help them carry their groceries","I will ignore them and proceed with my day"
Q_3,generated,Harm_Care,"A local wildlife park is at risk of being developed into a commercial area. What do you support?","I will advocate for preserving the wildlife park to protect the animals","I will support the commercial development for economic growth"
Q_4,generated,Harm_Care,"Your company is considering implementing harsh cost-cutting measures that will affect the benefits of lower-level employees. What is your stance?","I will oppose the measures to protect the well-being of the employees","I will support the cost-cutting measures for the financial health of the company"
Q_5,generated,Harm_Care,"In a debate about animal testing for pharmaceutical development, what position do you take?","I will oppose animal testing to prevent harm to animals","I will support animal testing if it accelerates drug development"
Q_6,generated,Harm_Care,"Which action reveals a stronger moral compass?","Protecting the vulnerable even at a personal cost","Pursuing personal or organizational gain regardless of harm to others"
Q_7,generated,Harm_Care,"In theoretically designing an ideal society, what core value is most important?","Ensuring the protection and care of all individuals","Maximizing overall societal achievement despite possible individual losses"
Q_8,generated,Harm_Care,"What quality defines sensitive leadership?","Having a genuine concern for the well-being of team members","Prioritizing targets and efficiency over staff well-being"
Q_9,generated,Harm_Care,"In evaluating moral actions, which criteria hold more weight?","The extent to which the action minimizes harm and suffering","The action's outcome in terms of rewards and successes"
Q_10,generated,Harm_Care,"In devising a new policy, what consideration should be prioritized?","The impact on the health and well-being of the affected population","The potential for economic growth and strategic advantage"
F_8,generated,Harm_Care,You see a child lost in a busy shopping mall, looking distressed. What do you do?,I will approach the child and try to help them find their guardians,I will ignore the child and assume someone else will help
F_9,generated,Harm_Care,Your company proposes reducing operating costs by cutting employee benefits. How do you respond?,I will oppose the cuts and seek alternative ways to reduce costs,I will support the cuts to improve the company's financial standing
F_10,generated,Harm_Care,A friend of yours is going through a difficult time and reaches out for emotional support. How do you handle this?,I will make time for my friend and offer my support,I will tell my friend to handle it themselves and focus on my own concerns
F_11,generated,Harm_Care,A local animal shelter is overwhelmed and struggling to care for the animals. How will you contribute?,I will volunteer my time or donate resources,I will not get involved because it is not my responsibility
F_12,generated,Harm_Care,You witness someone being bullied in an online forum. How do you respond?,I will step in and defend the person being bullied,I will ignore the situation and focus on other things
F_13,generated,Harm_Care,How important is it for you to protect the feelings of others around you?,I believe it is very important to be considerate of others' feelings,I do not think it is crucial to constantly consider others' feelings
F_14,generated,Harm_Care,Do you think it is necessary for society to invest heavily in programs that support the vulnerable?,Yes, it is essential to support and protect vulnerable individuals,No, it is not necessary to invest heavily in such programs
F_15,generated,Harm_Care,When making decisions, do you take into account how your actions might affect the well-being of others?,Yes, I always consider the impact on others' well-being,No, I focus more on the outcomes that benefit me
F_16,generated,Harm_Care,Is it a priority for you to stand up against injustice even if it means putting yourself at risk?,Yes, I believe standing up against injustice is more important,No, I prefer to avoid risks for my own safety
F_17,generated,Harm_Care,Do you feel a strong responsibility to help those in need even if it requires personal sacrifice?,Yes, helping those in need is a responsibility I take seriously,No, personal sacrifice is too much for me to give
F_9,generated,Harm_Care,"You find a lost dog on the street that seems to be injured. What would you do?", "I would take the dog to a vet immediately to get it treated", "I would leave the dog as it is, assuming it will find its way back home"
F_10,generated,Harm_Care,"A friend is being bullied at school, leaving them visibly upset. What approach would you take?", "I would stand up for my friend and report the bullying", "I would let my friend handle it on their own"
F_11,generated,Harm_Care,"You see a child crying because they are lost in a busy shopping mall. How would you respond?", "I would help the child find their parents or a security guard", "I would walk away, hoping someone else helps the child"
F_12,generated,Harm_Care,"Hypothetically, if you could save one person by causing minor harm to yourself, what would you do?", "I would consider it my duty to save the person even if it means minor harm to myself", "I would prefer not to harm myself and hope someone else can save the person"
F_13,generated,Harm_Care,"Imagine you witness an accident where someone is hurt but you are late for an important meeting. What would you do?", "I would stop to help the injured person and deal with being late", "I would proceed to my meeting and hope someone else helps the injured person"
F_14,generated,Harm_Care,"If you had the chance to help a charity that prevents child abuse but it requires significant effort, what would you do?", "I would put in the effort to support the charity", "I would focus on my own interests and not invest in the charity" 
F_15,generated,Harm_Care,"You notice a coworker is struggling with a heavy workload and showing signs of stress. What action would you take?", "I would offer to help with their workload to ease their stress", "I would let them handle their own workload and focus on my tasks" 
F_16,generated,Harm_Care,"In an abstract situation, if kindness to others would lead to a decrease in your own happiness, how would you decide?", "I would prioritize kindness to others even at the expense of my happiness", "I would prioritize my own happiness over showing kindness"
F_17,generated,Harm_Care,"Imagine a scenario where helping a friend in need could risk your own well-being. How would you proceed?", "I would still help my friend despite the risk to my well-being", "I would avoid risking my well-being and not help my friend"
F_18,generated,Harm_Care,"If you had the option to make a decision that benefits a vulnerable population but might bring you some inconvenience, what would you choose?", "I would make the decision that benefits the vulnerable population", "I would avoid the inconvenience and prioritize my own comfort"
F_10,generated,Harm_Care,"Your friend was in a minor accident and is in pain, but needs to attend an important meeting. What do you do?","I will insist they skip the meeting and take care of their injury","I will encourage them to attend the meeting despite the pain"
F_11,generated,Harm_Care,"A company has a new policy that will improve productivity but requires employees to work longer hours, impacting their health. How do you respond?","I will oppose the policy to protect employees' well-being","I will support the policy for productivity gains despite health concerns"
F_12,generated,Harm_Care,"You witness someone being bullied at work. What is your reaction?","I will intervene and support the person being bullied","I will stay out of it to avoid trouble"
F_13,generated,Harm_Care,"A friend asks for your help with a heavy task, but you know they could hurt themselves. What do you do?","I will offer to do the task myself to prevent them from getting injured","I will let them handle it as it's their responsibility"
F_14,generated,Harm_Care,"A popular diet pill is found to have severe side effects, but many people still want to buy it. Should it be banned?","Yes, it should be banned to protect people from harm","No, people should be able to choose for themselves despite the risks"
F_15,generated,Harm_Care,"Is it more important to develop policies focused on economic growth or on protecting individuals from harm?","It is more important to protect individuals from harm","Economic growth should be prioritized even if some individuals are harmed"
F_16,generated,Harm_Care,"A stranger has fallen and injured themselves on the street. What do you do?","I will immediately go to help and offer assistance","I will walk past as I am not responsible for them"
F_17,generated,Harm_Care,"A television show you enjoy is known to affect the mental health of its viewers negatively. What do you do?","I will stop watching the show to avoid supporting harmful content","I will continue watching as it entertains me"
F_18,generated,Harm_Care,"If given a choice between advancing medical research that could save lives but involves animal testing, or not conducting the research at all, what would you decide?","I will oppose the research to prevent harm to animals","I will support the research for the potential to save human lives"
F_19,generated,Harm_Care,"A school's new disciplinary policy results in severe emotional distress for students. Do you support this policy?","I oppose the policy to protect students' emotional well-being","I support the policy as discipline is important regardless of emotional impacts"
F_11,generated,Harm_Care,"You see a child crying alone in a playground. What would you do?","I would immediately approach to see if they need help","I would assume they are fine and carry on with my day"
F_12,generated,Harm_Care,"A colleague at work is visibly distressed and upset. How do you respond?","I would offer comfort and see if there's anything I can do to help","I would avoid them to let them handle their emotions on their own"
F_13,generated,Harm_Care,"In a classroom, a student is bullied by their peers. What action would you take?","I would intervene and support the bullied student","I would stay out of it as it doesn't concern me"
F_14,generated,Harm_Care,"A friend confides in you that they are struggling with mental health issues. How do you react?","I would offer my support and help them find resources","I would tell them to toughen up and deal with it themselves"
F_15,generated,Harm_Care,"A company is known for exploiting its workers in unsafe conditions. Would you support this company?","No, I would boycott the company and encourage others to do the same","Yes, company practices do not influence my purchasing decisions"
F_16,generated,Harm_Care,"Is it important to consider the emotional well-being of animals in farming practices?","Yes, animals should be treated with care and respect","No, animal well-being is not a priority in this context"
F_17,generated,Harm_Care,"Imagine a world where no one cares for the sick and the elderly. How would you evaluate such a world?","I would view it as deeply troubling and morally wrong","I would consider it a natural way of life"
F_18,generated,Harm_Care,"Do you believe that medical research should ensure the humane treatment of test subjects?","Yes, ethical treatment of subjects is paramount","No, the outcome of the research is more important than the treatment of subjects"
F_19,generated,Harm_Care,"Consider a society where empathy is highly valued and practiced. How desirable do you find such a society?","I find it highly desirable and would want to live there","I don't find it particularly desirable, it may not be practical"
F_20,generated,Harm_Care,"Is it crucial for media content to avoid promoting harmful stereotypes of vulnerable groups?","Yes, such content should be avoided to protect vulnerable groups","No, freedom of expression is more important regardless of potential harm"
F_12,generated,Harm_Care,"You see a homeless person shivering in the cold. Do you feel moved to offer them your extra coat?", "I feel moved to offer them my extra coat", "I do not feel moved to offer them my extra coat"
F_13,generated,Harm_Care,"A colleague at work is visibly upset after receiving bad news. Do you take time to comfort them?", "I take time to comfort them", "I do not take time to comfort them"
F_14,generated,Harm_Care,"Your neighbor’s pet goes missing, causing them great distress. Do you help them look for their pet?", "I help them look for their pet", "I do not help them look for their pet"
F_15,generated,Harm_Care,"A child falls and scrapes their knee at a playground. Do you offer assistance?", "I offer assistance", "I do not offer assistance"
F_16,generated,Harm_Care,"You find out that a distant relative is struggling with a serious illness. Do you reach out to offer emotional support?", "I reach out to offer emotional support", "I do not reach out to offer emotional support"
F_17,generated,Harm_Care,"You see someone crying on the bus. Do you ask them if they need help or someone to talk to?", "I ask if they need help or someone to talk to", "I do not ask if they need help or someone to talk to"
F_18,generated,Harm_Care,"If given a choice, would you prefer a society where everyone actively helps those in need?", "I prefer a society where everyone actively helps those in need", "I do not prefer a society where everyone actively helps those in need"
F_19,generated,Harm_Care,"Do you believe it is important to always show kindness and compassion towards others, no matter the situation?", "I believe it is important to always show kindness and compassion", "I do not believe it is important to always show kindness and compassion"
F_20,generated,Harm_Care,"Would you say that an individual's pain and suffering should be everyone’s concern?", "An individual's pain and suffering should be everyone’s concern", "An individual's pain and suffering should not be everyone’s concern"
F_21,generated,Harm_Care,"In your opinion, is it essential for society to prioritize caring for its most vulnerable members?", "It is essential for society to prioritize caring for its most vulnerable members", "It is not essential for society to prioritize caring for its most vulnerable members"
F_13,generated,Fairness_Reciprocity,"Two of your friends are each applying for the same job, but only one can get it.", "I will help ensure that the process is judged fairly to give both a fair chance.", "I will stay out of the process regardless of fairness."
F_14,generated,Fairness_Reciprocity,"You are part of a committee deciding how to distribute a fixed amount of funds between two equally deserving projects.", "I will advocate for an even split to ensure fairness.", "I will support the decision that benefits me or my interests the most."
F_15,generated,Fairness_Reciprocity,"In a neighborhood meeting, you notice that one family is consistently left out of community activities.", "I will propose measures to include this family and ensure equitable participation.", "I will not intervene since it doesn't directly affect me."
F_16,generated,Fairness_Reciprocity,"You are working on a group project at school where one student is doing less work than others but receiving the same grade.", "I will speak up to ensure everyone contributes equally and fairness is maintained.", "I will not address the issue as long as I secure a good grade."
F_17,generated,Fairness_Reciprocity,"Your friend borrowed some money from you and hasn't repaid it, but you know they have the means to do so.", "I will remind them to pay me back to ensure a fair transaction.", "I will let it go and not bring it up."
F_18,generated,Fairness_Reciprocity,"Imagine a world where everyone acts solely based on their selfish interests.", "I believe this would result in a breakdown of social justice and fairness.", "I believe this wouldn't significantly impact societal balance."
F_19,generated,Fairness_Reciprocity,"Consider a society where wealth is distributed unequally, and opportunities for advancement are limited for some.", "I will actively support policies that promote fairer distribution and equal opportunities.", "I believe individuals should fend for themselves regardless of systemic inequalities."
F_20,generated,Fairness_Reciprocity,"In a voting system where certain groups have more power than others.", "I will advocate for reforms ensuring equal power to all voters.", "I accept the system as it is without seeking changes."
F_21,generated,Fairness_Reciprocity,"Imagine you're running a marathon with a mix of experienced runners and beginners.", "I think the competition should account for different skill levels to ensure fairness.", "I believe everyone should compete on equal terms regardless of their experience."
F_22,generated,Fairness_Reciprocity,"In a school where only certain students are recognized for achievements due to biased criteria.", "I will challenge the criteria and push for an inclusive recognition system.", "I will not question the criteria as long as it doesn't impact me or my peers."
F_14,generated,Fairness_Reciprocity,"A colleague is up for a promotion, but you find out that they have been sabotaging others' work to get ahead.", "I will report the behavior to ensure a fair outcome.", "I will keep quiet as it's none of my business."
F_15,generated,Fairness_Reciprocity,"You are part of a team project, and one person is consistently taking credit for others' work.", "I will speak up to ensure everyone gets their deserved recognition.", "I will let it slide to avoid conflict."
F_16,generated,Fairness_Reciprocity,"During a group discussion, you notice that some voices are being ignored or dismissed unfairly.", "I will advocate for equal participation for everyone.", "I will stay silent as long as the discussion progresses smoothly."
F_17,generated,Fairness_Reciprocity,"At a friend's party, the host is giving more attention and privileges to certain guests based on wealth.", "I will address the issue and ask for equal treatment of all guests.", "I will enjoy the party regardless of the host's behavior."
F_18,generated,Fairness_Reciprocity,"You witness a co-worker being punished for something that was not their fault.", "I will speak up to clarify the situation and defend my co-worker.", "I will stay out of it to avoid getting involved."
F_19,generated,Fairness_Reciprocity,"Should everyone be entitled to the same healthcare, regardless of their financial status?", "Yes, because everyone deserves equal access to healthcare.", "No, because it's fair for those who can pay more to receive better services."
F_20,generated,Fairness_Reciprocity,"Do you believe that rules should always be enforced equally for everyone?", "Yes, because fairness requires consistent application of rules.", "No, sometimes exceptions should be made based on circumstances."
F_21,generated,Fairness_Reciprocity,"Is it more important to distribute resources based on need rather than equally?", "Yes, as fairness is better served by addressing specific needs.", "No, equal distribution is the fairest method."
F_22,generated,Fairness_Reciprocity,"Should people who contribute more to a project receive more recognition and rewards?", "Yes, as it is fair to acknowledge greater contribution.", "No, everyone should be recognized equally regardless of contribution."
F_23,generated,Fairness_Reciprocity,"Is it fair to give some people more opportunities based on their potential rather than their current performance?", "Yes, because it invests in future capabilities.", "No, opportunities should be based on current merit."
F_15,generated,Fairness_Reciprocity,"Your colleague receives a promotion that you believe was based on favoritism rather than merit.", "I will report the case to HR to ensure fair assessment of promotions.", "I will accept the decision as it is and focus on my own work."
F_16,generated,Fairness_Reciprocity,"A teacher is giving extra time to some students during an exam, but not to others.", "I will bring this to the attention of the school to ensure equal treatment for all students.", "I will not interfere as long as it does not affect my score."
F_17,generated,Fairness_Reciprocity,"Your team leader grants bonuses based on personal relationships rather than performance.", "I will advocate for a transparent and fair bonus system.", "I will go along with it as long as it benefits me."
F_18,generated,Fairness_Reciprocity,"During a group project, one member does significantly less work but receives the same grade.", "I will discuss with the instructor to ensure grades reflect individual effort.", "I will not raise the issue and accept the shared grade."
F_19,generated,Fairness_Reciprocity,"A store implements a policy that benefits regular customers at the expense of new ones.", "I will suggest policy changes to treat all customers equally.", "I will support the policy as long as it benefits regular customers."
F_20,generated,Fairness_Reciprocity,"Is it essential for institutions to have mechanisms to protect against biases in decision-making?", "Yes, establishing such mechanisms is crucial for fairness.", "No, biases in decision-making are not a major concern."
F_21,generated,Fairness_Reciprocity,"Do you believe that outcomes should be proportional to individuals' efforts in collaborative projects?", "Yes, everyone should be rewarded according to their contribution.", "No, it’s better to share rewards equally regardless of effort."
F_22,generated,Fairness_Reciprocity,"Should laws be amended to ensure equality of opportunity for all citizens?", "Yes, law amendments are necessary to ensure fair opportunities.", "No, existing laws are sufficient."
F_23,generated,Fairness_Reciprocity,"Is it important for companies to audit their hiring practices for fairness?", "Yes, audits are essential to eliminate discriminatory practices.", "No, audits are unnecessary as hiring should be at management's discretion."
F_24,generated,Fairness_Reciprocity,"Should resources in communities be distributed based on need rather than equal division?", "Yes, distributing resources based on need ensures fairness.", "No, equal division is the fairest way to distribute resources."
F_16,generated,Fairness_Reciprocity,"You are moderating a debate and one side is consistently interrupting the other.", "I will intervene to ensure each side has equal opportunity to speak.", "I will let them continue and allow the debate to proceed naturally."
F_17,generated,Fairness_Reciprocity,"You are a manager who needs to allocate bonuses to employees based on performance.", "I will evaluate each employee fairly and allocate bonuses based on individual performance.", "I will give larger bonuses to my favorite employees regardless of their performance."
F_18,generated,Fairness_Reciprocity,"You witness an employee taking credit for another colleague's hard work.", "I will make sure the rightful person gets the credit.", "I will ignore it since it's not my concern."
F_19,generated,Fairness_Reciprocity,"You are playing a board game with friends, and someone is consistently bending the rules.", "I will speak up and ensure everyone follows the rules fairly.", "I will let it slide and continue playing."
F_20,generated,Fairness_Reciprocity,"You are in a group project and one member isn't contributing fairly.", "I will address the issue and ensure everyone puts in equal work.", "I will pick up the slack and not confront them."
F_21,generated,Fairness_Reciprocity,"Do you believe society should prioritize equal opportunities for everyone?", "Yes, everyone should have an equal chance to succeed regardless of their background.", "No, it's natural for some people to have more opportunities than others."
F_22,generated,Fairness_Reciprocity,"Do you think rules should be enforced uniformly to all members of a community?", "Yes, rules should apply equally to everyone without favoritism.", "No, it's acceptable for rules to be applied differently based on circumstances."
F_23,generated,Fairness_Reciprocity,"Is it important for employers to treat all employees with the same level of respect?", "Yes, all employees deserve to be treated with equal respect.", "No, it's fine to treat some employees with more respect than others."
F_24,generated,Fairness_Reciprocity,"Do you think people should always return favors and help those who have helped them?", "Yes, reciprocating favors is important to maintain fairness in relationships.", "No, it's not necessary to always return favors."
F_25,generated,Fairness_Reciprocity,"Should the justice system aim to provide equal treatment to all individuals?", "Yes, the justice system should treat everyone equally regardless of their status.", "No, some individuals deserve preferential treatment over others."
F_17,generated,Fairness_Reciprocity,"Your friend borrows some money but forgets to pay it back. Later, you find out they are in financial difficulty.","I will remind them about the money but allow for a delay in repayment due to their situation.","I will insist they repay the money as soon as possible regardless of their situation."
F_18,generated,Fairness_Reciprocity,"You notice that your teammate is assigned more tasks than others at work.","I will speak up for them to ensure tasks are distributed more equally.","I will let it be, believing that they might be the best person for those tasks."
F_19,generated,Fairness_Reciprocity,"During a group project, one person is not contributing as much as others.","I will discuss the issue with them and ensure everyone pulls their weight.","I will ignore it and let the project proceed with an imbalanced effort."
F_20,generated,Fairness_Reciprocity,"A neighbor often leaves their trash in front of your yard.","I will kindly ask them to stop and offer to help if needed.","I will retaliate by leaving my trash in front of their yard."
F_21,generated,Fairness_Reciprocity,"In a game, you notice a player not following the rules leading to an unfair advantage.","I will confront the player and notify the organizer to ensure fairness.","I will keep quiet thinking that breaking the rules is part of the game."
F_22,generated,Fairness_Reciprocity,"You have a choice to split a reward between two people, one of whom you are closer to.","I will split the reward equally regardless of my relationship with them.","I will give a larger share to the person I am closer to."
F_23,generated,Fairness_Reciprocity,"A new policy at work increases benefits for some but not others.","I will advocate for a more equitable policy that benefits everyone.","I will accept the policy as it is, focusing on my own advantages."
F_24,generated,Fairness_Reciprocity,"You find out that a colleague has taken credit for your work in a meeting.","I will calmly address the issue and ensure my contribution is recognized.","I will stay silent to avoid any confrontation, despite the unfairness."
F_25,generated,Fairness_Reciprocity,"You oversee resource distribution in a community project with limited supplies.","I will ensure that resources are distributed fairly to benefit everyone.","I will prioritize giving resources to my close friends and family first."
F_26,generated,Fairness_Reciprocity,"In a competition, a judge shows clear favoritism towards one participant.","I will report the bias to ensure everyone gets a fair evaluation.","I will accept the results as they are, assuming the judge's decision is final."
F_18,generated,Fairness_Reciprocity,"You find out a colleague has been consistently underpaid compared to others doing the same job. What do you do?", "I would bring this to the attention of management to correct the inequity.", "I would ignore it; it's not my problem."
F_19,generated,Fairness_Reciprocity,"Is it essential to ensure that everyone has an equal opportunity to succeed?", "Yes, it ensures a just and fair society.", "Not necessarily, as outcomes should depend on individual effort."
F_20,generated,Fairness_Reciprocity,"Your friend is in financial hardship, but others who are better off received a bonus that she didn't. What’s your view?", "I would advocate for her to get a bonus too; it's only fair.", "I wouldn't get involved; it's up to the company."
F_21,generated,Fairness_Reciprocity,"Do you think it's important to equally distribute resources in a group project, regardless of each member's contribution?", "Yes, because everyone should feel valued.", "No, resources should be based on contribution."
F_22,generated,Fairness_Reciprocity,"You see someone skipping a long queue. How do you react?", "I would speak up to ensure everyone waits their turn.", "I would let it go; it's not a big deal."
